datetime,kWh,code_kWh,temperature,code_temperature,date,hour,month,week
2019-01-27T22:00:00Z,5.69,R,-9,R,2019-01-27,22,2019-01-01,2019-01-27
2019-01-27T21:00:00Z,6.05,R,-8,R,2019-01-27,21,2019-01-01,2019-01-27
2019-01-27T20:00:00Z,4.52,R,-7,R,2019-01-27,20,2019-01-01,2019-01-27
2019-01-27T19:00:00Z,6.35,R,-6,R,2019-01-27,19,2019-01-01,2019-01-27
2019-01-27T18:00:00Z,6.85,R,-5,R,2019-01-27,18,2019-01-01,2019-01-27
2019-01-27T17:00:00Z,7.66,R,-7,R,2019-01-27,17,2019-01-01,2019-01-27
2019-01-27T16:00:00Z,4.5,R,-7,R,2019-01-27,16,2019-01-01,2019-01-27
2019-01-27T15:00:00Z,4.4,R,-8,R,2019-01-27,15,2019-01-01,2019-01-27
2019-01-27T14:00:00Z,4.83,R,-8,R,2019-01-27,14,2019-01-01,2019-01-27
2019-01-27T13:00:00Z,5.13,R,-9,R,2019-01-27,13,2019-01-01,2019-01-27
2019-01-27T12:00:00Z,7.71,R,-9,R,2019-01-27,12,2019-01-01,2019-01-27
2019-01-27T11:00:00Z,8.91,R,-10,R,2019-01-27,11,2019-01-01,2019-01-27
2019-01-27T10:00:00Z,6.07,R,-11,R,2019-01-27,10,2019-01-01,2019-01-27
2019-01-27T09:00:00Z,10.84,R,-11,R,2019-01-27,9,2019-01-01,2019-01-27
2019-01-27T08:00:00Z,7.67,R,-12,R,2019-01-27,8,2019-01-01,2019-01-27
2019-01-27T07:00:00Z,7.46,R,-13,R,2019-01-27,7,2019-01-01,2019-01-27
2019-01-27T06:00:00Z,8.95,R,-14,R,2019-01-27,6,2019-01-01,2019-01-27
2019-01-27T05:00:00Z,8.6,R,-18,R,2019-01-27,5,2019-01-01,2019-01-27
2019-01-27T04:00:00Z,8.42,R,-20,R,2019-01-27,4,2019-01-01,2019-01-27
2019-01-27T03:00:00Z,8.08,R,-21,R,2019-01-27,3,2019-01-01,2019-01-27
2019-01-27T02:00:00Z,8.51,R,-20,R,2019-01-27,2,2019-01-01,2019-01-27
2019-01-27T01:00:00Z,8.67,R,-20,R,2019-01-27,1,2019-01-01,2019-01-27
2019-01-27T00:00:00Z,8.59,R,-20,R,2019-01-27,0,2019-01-01,2019-01-27
2019-01-26T23:00:00Z,8.55,R,-20,R,2019-01-26,23,2019-01-01,2019-01-20
2019-01-26T22:00:00Z,7.97,R,-19,R,2019-01-26,22,2019-01-01,2019-01-20
2019-01-26T21:00:00Z,6.87,R,-20,R,2019-01-26,21,2019-01-01,2019-01-20
2019-01-26T20:00:00Z,7.29,R,-18,R,2019-01-26,20,2019-01-01,2019-01-20
2019-01-26T19:00:00Z,8.93,R,-18,R,2019-01-26,19,2019-01-01,2019-01-20
2019-01-26T18:00:00Z,7.38,R,-17,R,2019-01-26,18,2019-01-01,2019-01-20
2019-01-26T17:00:00Z,7.14,R,-17,R,2019-01-26,17,2019-01-01,2019-01-20
2019-01-26T16:00:00Z,4.24,R,-16,R,2019-01-26,16,2019-01-01,2019-01-20
2019-01-26T15:00:00Z,5.21,R,-14,R,2019-01-26,15,2019-01-01,2019-01-20
2019-01-26T14:00:00Z,4.09,R,-13,R,2019-01-26,14,2019-01-01,2019-01-20
2019-01-26T13:00:00Z,3.79,R,-14,R,2019-01-26,13,2019-01-01,2019-01-20
2019-01-26T12:00:00Z,4.73,R,-14,R,2019-01-26,12,2019-01-01,2019-01-20
2019-01-26T11:00:00Z,6.4,R,-14,R,2019-01-26,11,2019-01-01,2019-01-20
2019-01-26T10:00:00Z,5.43,R,-15,R,2019-01-26,10,2019-01-01,2019-01-20
2019-01-26T09:00:00Z,8.96,R,-17,R,2019-01-26,9,2019-01-01,2019-01-20
2019-01-26T08:00:00Z,6.62,R,-18,R,2019-01-26,8,2019-01-01,2019-01-20
2019-01-26T07:00:00Z,6.38,R,-18,R,2019-01-26,7,2019-01-01,2019-01-20
2019-01-26T06:00:00Z,6.45,R,-17,R,2019-01-26,6,2019-01-01,2019-01-20
2019-01-26T05:00:00Z,6.2,R,-17,R,2019-01-26,5,2019-01-01,2019-01-20
2019-01-26T04:00:00Z,6.32,R,-16,R,2019-01-26,4,2019-01-01,2019-01-20
2019-01-26T03:00:00Z,6.58,R,-16,R,2019-01-26,3,2019-01-01,2019-01-20
2019-01-26T02:00:00Z,5.92,R,-15,R,2019-01-26,2,2019-01-01,2019-01-20
2019-01-26T01:00:00Z,5.55,R,-14,R,2019-01-26,1,2019-01-01,2019-01-20
2019-01-26T00:00:00Z,5.51,R,-14,R,2019-01-26,0,2019-01-01,2019-01-20
2019-01-25T23:00:00Z,5.25,R,-13,R,2019-01-25,23,2019-01-01,2019-01-20
2019-01-25T22:00:00Z,6.59,R,-12,R,2019-01-25,22,2019-01-01,2019-01-20
2019-01-25T21:00:00Z,7.87,R,-11,R,2019-01-25,21,2019-01-01,2019-01-20
2019-01-25T20:00:00Z,7.57,R,-9,R,2019-01-25,20,2019-01-01,2019-01-20
2019-01-25T19:00:00Z,8.58,R,-7,R,2019-01-25,19,2019-01-01,2019-01-20
2019-01-25T18:00:00Z,8.33,R,-9,R,2019-01-25,18,2019-01-01,2019-01-20
2019-01-25T17:00:00Z,7.14,R,-8,R,2019-01-25,17,2019-01-01,2019-01-20
2019-01-25T16:00:00Z,6.44,R,-9,R,2019-01-25,16,2019-01-01,2019-01-20
2019-01-25T15:00:00Z,5.84,R,-8,R,2019-01-25,15,2019-01-01,2019-01-20
2019-01-25T14:00:00Z,6.99,R,-8,R,2019-01-25,14,2019-01-01,2019-01-20
2019-01-25T13:00:00Z,5.49,R,-8,R,2019-01-25,13,2019-01-01,2019-01-20
2019-01-25T12:00:00Z,5.67,R,-8,R,2019-01-25,12,2019-01-01,2019-01-20
2019-01-25T11:00:00Z,4.86,R,-8,R,2019-01-25,11,2019-01-01,2019-01-20
2019-01-25T10:00:00Z,7.04,R,-10,R,2019-01-25,10,2019-01-01,2019-01-20
2019-01-25T09:00:00Z,5.89,R,-10,R,2019-01-25,9,2019-01-01,2019-01-20
2019-01-25T08:00:00Z,5.98,R,-11,R,2019-01-25,8,2019-01-01,2019-01-20
2019-01-25T07:00:00Z,6.09,R,-12,R,2019-01-25,7,2019-01-01,2019-01-20
2019-01-25T06:00:00Z,6.79,R,-11,R,2019-01-25,6,2019-01-01,2019-01-20
2019-01-25T05:00:00Z,6.29,R,-10,R,2019-01-25,5,2019-01-01,2019-01-20
2019-01-25T04:00:00Z,6.1,R,-9,R,2019-01-25,4,2019-01-01,2019-01-20
2019-01-25T03:00:00Z,5.23,R,-8,R,2019-01-25,3,2019-01-01,2019-01-20
2019-01-25T02:00:00Z,5.6,R,-7,R,2019-01-25,2,2019-01-01,2019-01-20
2019-01-25T01:00:00Z,4.85,R,-6,R,2019-01-25,1,2019-01-01,2019-01-20
2019-01-25T00:00:00Z,5.59,R,-5,R,2019-01-25,0,2019-01-01,2019-01-20
2019-01-24T23:00:00Z,6.09,R,-3,R,2019-01-24,23,2019-01-01,2019-01-20
2019-01-24T22:00:00Z,5.9,R,-1,R,2019-01-24,22,2019-01-01,2019-01-20
2019-01-24T21:00:00Z,4.53,R,-2,R,2019-01-24,21,2019-01-01,2019-01-20
2019-01-24T20:00:00Z,5.28,R,-2,R,2019-01-24,20,2019-01-01,2019-01-20
2019-01-24T19:00:00Z,5.2,R,-2,R,2019-01-24,19,2019-01-01,2019-01-20
2019-01-24T18:00:00Z,4.86,R,-2,R,2019-01-24,18,2019-01-01,2019-01-20
2019-01-24T17:00:00Z,7.09,R,-2,R,2019-01-24,17,2019-01-01,2019-01-20
2019-01-24T16:00:00Z,4.89,R,-2,R,2019-01-24,16,2019-01-01,2019-01-20
2019-01-24T15:00:00Z,5.86,R,-2,R,2019-01-24,15,2019-01-01,2019-01-20
2019-01-24T14:00:00Z,5.39,R,-2,R,2019-01-24,14,2019-01-01,2019-01-20
2019-01-24T13:00:00Z,4.9,R,-2,R,2019-01-24,13,2019-01-01,2019-01-20
2019-01-24T12:00:00Z,6.65,R,-2,R,2019-01-24,12,2019-01-01,2019-01-20
2019-01-24T11:00:00Z,5.06,R,-1,R,2019-01-24,11,2019-01-01,2019-01-20
2019-01-24T10:00:00Z,4.98,R,-2,R,2019-01-24,10,2019-01-01,2019-01-20
2019-01-24T09:00:00Z,6.97,R,-2,R,2019-01-24,9,2019-01-01,2019-01-20
2019-01-24T08:00:00Z,9.4,R,-2,R,2019-01-24,8,2019-01-01,2019-01-20
2019-01-24T07:00:00Z,9,R,-3,R,2019-01-24,7,2019-01-01,2019-01-20
2019-01-24T06:00:00Z,5.75,R,-3,R,2019-01-24,6,2019-01-01,2019-01-20
2019-01-24T05:00:00Z,6.03,R,-4,R,2019-01-24,5,2019-01-01,2019-01-20
2019-01-24T04:00:00Z,5.27,R,-4,R,2019-01-24,4,2019-01-01,2019-01-20
2019-01-24T03:00:00Z,5.2,R,-4,R,2019-01-24,3,2019-01-01,2019-01-20
2019-01-24T02:00:00Z,5.41,R,-5,R,2019-01-24,2,2019-01-01,2019-01-20
2019-01-24T01:00:00Z,5.09,R,-5,R,2019-01-24,1,2019-01-01,2019-01-20
2019-01-24T00:00:00Z,5.56,R,-5,R,2019-01-24,0,2019-01-01,2019-01-20
2019-01-23T23:00:00Z,6.2,R,-6,R,2019-01-23,23,2019-01-01,2019-01-20
2019-01-23T22:00:00Z,5.8,R,-6,R,2019-01-23,22,2019-01-01,2019-01-20
2019-01-23T21:00:00Z,6.04,R,-6,R,2019-01-23,21,2019-01-01,2019-01-20
2019-01-23T20:00:00Z,6.17,R,-7,R,2019-01-23,20,2019-01-01,2019-01-20
2019-01-23T19:00:00Z,7.67,R,-7,R,2019-01-23,19,2019-01-01,2019-01-20
2019-01-23T18:00:00Z,11.21,R,-7,R,2019-01-23,18,2019-01-01,2019-01-20
2019-01-23T17:00:00Z,6.99,R,-8,R,2019-01-23,17,2019-01-01,2019-01-20
2019-01-23T16:00:00Z,6.03,R,-8,R,2019-01-23,16,2019-01-01,2019-01-20
2019-01-23T15:00:00Z,6.11,R,-8,R,2019-01-23,15,2019-01-01,2019-01-20
2019-01-23T14:00:00Z,6.84,R,-8,R,2019-01-23,14,2019-01-01,2019-01-20
2019-01-23T13:00:00Z,8.52,R,-9,R,2019-01-23,13,2019-01-01,2019-01-20
2019-01-23T12:00:00Z,8.68,R,-10,R,2019-01-23,12,2019-01-01,2019-01-20
2019-01-23T11:00:00Z,10.83,R,-10,R,2019-01-23,11,2019-01-01,2019-01-20
2019-01-23T10:00:00Z,11.48,R,-11,R,2019-01-23,10,2019-01-01,2019-01-20
2019-01-23T09:00:00Z,7.55,R,-12,R,2019-01-23,9,2019-01-01,2019-01-20
2019-01-23T08:00:00Z,6.98,R,-13,R,2019-01-23,8,2019-01-01,2019-01-20
2019-01-23T07:00:00Z,7.42,R,-14,R,2019-01-23,7,2019-01-01,2019-01-20
2019-01-23T06:00:00Z,8.4,R,-14,R,2019-01-23,6,2019-01-01,2019-01-20
2019-01-23T05:00:00Z,9.02,R,-15,R,2019-01-23,5,2019-01-01,2019-01-20
2019-01-23T04:00:00Z,10.68,R,-16,R,2019-01-23,4,2019-01-01,2019-01-20
2019-01-23T03:00:00Z,9.98,R,-17,R,2019-01-23,3,2019-01-01,2019-01-20
2019-01-23T02:00:00Z,9.97,R,-17,R,2019-01-23,2,2019-01-01,2019-01-20
2019-01-23T01:00:00Z,10.1,R,-17,R,2019-01-23,1,2019-01-01,2019-01-20
2019-01-23T00:00:00Z,10.85,R,-17,R,2019-01-23,0,2019-01-01,2019-01-20
2019-01-22T23:00:00Z,13.65,R,-17,R,2019-01-22,23,2019-01-01,2019-01-20
2019-01-22T22:00:00Z,15.62,R,-18,R,2019-01-22,22,2019-01-01,2019-01-20
2019-01-22T21:00:00Z,15.63,R,-19,R,2019-01-22,21,2019-01-01,2019-01-20
2019-01-22T20:00:00Z,15.31,R,-19,R,2019-01-22,20,2019-01-01,2019-01-20
2019-01-22T19:00:00Z,10.12,R,-20,R,2019-01-22,19,2019-01-01,2019-01-20
2019-01-22T18:00:00Z,12.01,R,-19,R,2019-01-22,18,2019-01-01,2019-01-20
2019-01-22T17:00:00Z,12.28,R,-18,R,2019-01-22,17,2019-01-01,2019-01-20
2019-01-22T16:00:00Z,12.39,R,-18,R,2019-01-22,16,2019-01-01,2019-01-20
2019-01-22T15:00:00Z,10.72,R,-17,R,2019-01-22,15,2019-01-01,2019-01-20
2019-01-22T14:00:00Z,8.89,R,-16,R,2019-01-22,14,2019-01-01,2019-01-20
2019-01-22T13:00:00Z,7.88,R,-15,R,2019-01-22,13,2019-01-01,2019-01-20
2019-01-22T12:00:00Z,5.87,R,-15,R,2019-01-22,12,2019-01-01,2019-01-20
2019-01-22T11:00:00Z,7.14,R,-17,R,2019-01-22,11,2019-01-01,2019-01-20
2019-01-22T10:00:00Z,7.72,R,-18,R,2019-01-22,10,2019-01-01,2019-01-20
2019-01-22T09:00:00Z,8.83,R,-20,R,2019-01-22,9,2019-01-01,2019-01-20
2019-01-22T08:00:00Z,9.39,R,-22,R,2019-01-22,8,2019-01-01,2019-01-20
2019-01-22T07:00:00Z,10.42,R,-23,R,2019-01-22,7,2019-01-01,2019-01-20
2019-01-22T06:00:00Z,10.29,R,-23,R,2019-01-22,6,2019-01-01,2019-01-20
2019-01-22T05:00:00Z,7.71,R,-23,R,2019-01-22,5,2019-01-01,2019-01-20
2019-01-22T04:00:00Z,8.37,R,-22,R,2019-01-22,4,2019-01-01,2019-01-20
2019-01-22T03:00:00Z,7.58,R,-22,R,2019-01-22,3,2019-01-01,2019-01-20
2019-01-22T02:00:00Z,8.26,R,-22,R,2019-01-22,2,2019-01-01,2019-01-20
2019-01-22T01:00:00Z,7.4,R,-20,R,2019-01-22,1,2019-01-01,2019-01-20
2019-01-22T00:00:00Z,7.94,R,-20,R,2019-01-22,0,2019-01-01,2019-01-20
2019-01-21T23:00:00Z,7.58,R,-19,R,2019-01-21,23,2019-01-01,2019-01-20
2019-01-21T22:00:00Z,8.01,R,-18,R,2019-01-21,22,2019-01-01,2019-01-20
2019-01-21T21:00:00Z,7.14,R,-17,R,2019-01-21,21,2019-01-01,2019-01-20
2019-01-21T20:00:00Z,5.4,R,-17,R,2019-01-21,20,2019-01-01,2019-01-20
2019-01-21T19:00:00Z,6.8,R,-16,R,2019-01-21,19,2019-01-01,2019-01-20
2019-01-21T18:00:00Z,12.94,R,-16,R,2019-01-21,18,2019-01-01,2019-01-20
2019-01-21T17:00:00Z,8.57,R,-16,R,2019-01-21,17,2019-01-01,2019-01-20
2019-01-21T16:00:00Z,6.69,R,-15,R,2019-01-21,16,2019-01-01,2019-01-20
2019-01-21T15:00:00Z,6.27,R,-15,R,2019-01-21,15,2019-01-01,2019-01-20
2019-01-21T14:00:00Z,6.42,R,-15,R,2019-01-21,14,2019-01-01,2019-01-20
2019-01-21T13:00:00Z,7.01,R,-15,R,2019-01-21,13,2019-01-01,2019-01-20
2019-01-21T12:00:00Z,6.29,R,-16,R,2019-01-21,12,2019-01-01,2019-01-20
2019-01-21T11:00:00Z,6.76,R,-17,R,2019-01-21,11,2019-01-01,2019-01-20
2019-01-21T10:00:00Z,5.69,R,-18,R,2019-01-21,10,2019-01-01,2019-01-20
2019-01-21T09:00:00Z,4.82,R,-18,R,2019-01-21,9,2019-01-01,2019-01-20
2019-01-21T08:00:00Z,9.19,R,-18,R,2019-01-21,8,2019-01-01,2019-01-20
2019-01-21T07:00:00Z,8.95,R,-19,R,2019-01-21,7,2019-01-01,2019-01-20
2019-01-21T06:00:00Z,8.03,R,-19,R,2019-01-21,6,2019-01-01,2019-01-20
2019-01-21T05:00:00Z,6.92,R,-18,R,2019-01-21,5,2019-01-01,2019-01-20
2019-01-21T04:00:00Z,7.45,R,-18,R,2019-01-21,4,2019-01-01,2019-01-20
2019-01-21T03:00:00Z,7.2,R,-17,R,2019-01-21,3,2019-01-01,2019-01-20
2019-01-21T02:00:00Z,7.47,R,-17,R,2019-01-21,2,2019-01-01,2019-01-20
2019-01-21T01:00:00Z,7.07,R,-16,R,2019-01-21,1,2019-01-01,2019-01-20
2019-01-21T00:00:00Z,6.4,R,-15,R,2019-01-21,0,2019-01-01,2019-01-20
2019-01-20T23:00:00Z,7.07,R,-14,R,2019-01-20,23,2019-01-01,2019-01-20
2019-01-20T22:00:00Z,6.87,R,-14,R,2019-01-20,22,2019-01-01,2019-01-20
2019-01-20T21:00:00Z,7.8,R,-15,R,2019-01-20,21,2019-01-01,2019-01-20
2019-01-20T20:00:00Z,7.69,R,-16,R,2019-01-20,20,2019-01-01,2019-01-20
2019-01-20T19:00:00Z,5.85,R,-16,R,2019-01-20,19,2019-01-01,2019-01-20
2019-01-20T18:00:00Z,8.05,R,-15,R,2019-01-20,18,2019-01-01,2019-01-20
2019-01-20T17:00:00Z,9.02,R,-14,R,2019-01-20,17,2019-01-01,2019-01-20
2019-01-20T16:00:00Z,11.4,R,-15,R,2019-01-20,16,2019-01-01,2019-01-20
2019-01-20T15:00:00Z,7.61,R,-15,R,2019-01-20,15,2019-01-01,2019-01-20
2019-01-20T14:00:00Z,8.86,R,-16,R,2019-01-20,14,2019-01-01,2019-01-20
2019-01-20T13:00:00Z,8.31,R,-17,R,2019-01-20,13,2019-01-01,2019-01-20
2019-01-20T12:00:00Z,8.43,R,-17,R,2019-01-20,12,2019-01-01,2019-01-20
2019-01-20T11:00:00Z,8.33,R,-18,R,2019-01-20,11,2019-01-01,2019-01-20
2019-01-20T10:00:00Z,7.9,R,-19,R,2019-01-20,10,2019-01-01,2019-01-20
2019-01-20T09:00:00Z,7.99,R,-19,R,2019-01-20,9,2019-01-01,2019-01-20
2019-01-20T08:00:00Z,8.46,R,-19,R,2019-01-20,8,2019-01-01,2019-01-20
2019-01-20T07:00:00Z,11.72,R,-20,R,2019-01-20,7,2019-01-01,2019-01-20
2019-01-20T06:00:00Z,7.68,R,-20,R,2019-01-20,6,2019-01-01,2019-01-20
2019-01-20T05:00:00Z,8.22,R,-20,R,2019-01-20,5,2019-01-01,2019-01-20
2019-01-20T04:00:00Z,7.68,R,-20,R,2019-01-20,4,2019-01-01,2019-01-20
2019-01-20T03:00:00Z,8.22,R,-20,R,2019-01-20,3,2019-01-01,2019-01-20
2019-01-20T02:00:00Z,7.35,R,-20,R,2019-01-20,2,2019-01-01,2019-01-20
2019-01-20T01:00:00Z,7.87,R,-20,R,2019-01-20,1,2019-01-01,2019-01-20
2019-01-20T00:00:00Z,7.46,R,-20,R,2019-01-20,0,2019-01-01,2019-01-20
2019-01-19T23:00:00Z,8.03,R,-20,R,2019-01-19,23,2019-01-01,2019-01-13
2019-01-19T22:00:00Z,7.5,R,-20,R,2019-01-19,22,2019-01-01,2019-01-13
2019-01-19T21:00:00Z,8.06,R,-22,R,2019-01-19,21,2019-01-01,2019-01-13
2019-01-19T20:00:00Z,7.25,R,-22,R,2019-01-19,20,2019-01-01,2019-01-13
2019-01-19T19:00:00Z,7.2,R,-22,R,2019-01-19,19,2019-01-01,2019-01-13
2019-01-19T18:00:00Z,8.4,R,-22,R,2019-01-19,18,2019-01-01,2019-01-13
2019-01-19T17:00:00Z,15.51,R,-22,R,2019-01-19,17,2019-01-01,2019-01-13
2019-01-19T16:00:00Z,10.31,R,-23,R,2019-01-19,16,2019-01-01,2019-01-13
2019-01-19T15:00:00Z,10.83,R,-22,R,2019-01-19,15,2019-01-01,2019-01-13
2019-01-19T14:00:00Z,6.43,R,-23,R,2019-01-19,14,2019-01-01,2019-01-13
2019-01-19T13:00:00Z,6.05,R,-23,R,2019-01-19,13,2019-01-01,2019-01-13
2019-01-19T12:00:00Z,6.55,R,-23,R,2019-01-19,12,2019-01-01,2019-01-13
2019-01-19T11:00:00Z,5.63,R,-23,R,2019-01-19,11,2019-01-01,2019-01-13
2019-01-19T10:00:00Z,7.48,R,-24,R,2019-01-19,10,2019-01-01,2019-01-13
2019-01-19T09:00:00Z,8.12,R,-25,R,2019-01-19,9,2019-01-01,2019-01-13
2019-01-19T08:00:00Z,8.71,R,-26,R,2019-01-19,8,2019-01-01,2019-01-13
2019-01-19T07:00:00Z,7.32,R,-26,R,2019-01-19,7,2019-01-01,2019-01-13
2019-01-19T06:00:00Z,7.99,R,-26,R,2019-01-19,6,2019-01-01,2019-01-13
2019-01-19T05:00:00Z,7.18,R,-25,R,2019-01-19,5,2019-01-01,2019-01-13
2019-01-19T04:00:00Z,7.68,R,-26,R,2019-01-19,4,2019-01-01,2019-01-13
2019-01-19T03:00:00Z,6.98,R,-23,R,2019-01-19,3,2019-01-01,2019-01-13
2019-01-19T02:00:00Z,6.58,R,-22,R,2019-01-19,2,2019-01-01,2019-01-13
2019-01-19T01:00:00Z,7.13,R,-20,R,2019-01-19,1,2019-01-01,2019-01-13
2019-01-19T00:00:00Z,7.44,R,-18,R,2019-01-19,0,2019-01-01,2019-01-13
2019-01-18T23:00:00Z,6,R,-17,R,2019-01-18,23,2019-01-01,2019-01-13
2019-01-18T22:00:00Z,5.04,R,-15,R,2019-01-18,22,2019-01-01,2019-01-13
2019-01-18T21:00:00Z,5.02,R,-12,R,2019-01-18,21,2019-01-01,2019-01-13
2019-01-18T20:00:00Z,5.72,R,-13,R,2019-01-18,20,2019-01-01,2019-01-13
2019-01-18T19:00:00Z,4.45,R,-13,R,2019-01-18,19,2019-01-01,2019-01-13
2019-01-18T18:00:00Z,7.22,R,-11,R,2019-01-18,18,2019-01-01,2019-01-13
2019-01-18T17:00:00Z,4.78,R,-9,R,2019-01-18,17,2019-01-01,2019-01-13
2019-01-18T16:00:00Z,5.42,R,-9,R,2019-01-18,16,2019-01-01,2019-01-13
2019-01-18T15:00:00Z,3.85,R,-9,R,2019-01-18,15,2019-01-01,2019-01-13
2019-01-18T14:00:00Z,4.73,R,-10,R,2019-01-18,14,2019-01-01,2019-01-13
2019-01-18T13:00:00Z,4.27,R,-10,R,2019-01-18,13,2019-01-01,2019-01-13
2019-01-18T12:00:00Z,4.21,R,-11,R,2019-01-18,12,2019-01-01,2019-01-13
2019-01-18T11:00:00Z,4.93,R,-11,R,2019-01-18,11,2019-01-01,2019-01-13
2019-01-18T10:00:00Z,4.79,R,-12,R,2019-01-18,10,2019-01-01,2019-01-13
2019-01-18T09:00:00Z,5.11,R,-13,R,2019-01-18,9,2019-01-01,2019-01-13
2019-01-18T08:00:00Z,5.13,R,-14,R,2019-01-18,8,2019-01-01,2019-01-13
2019-01-18T07:00:00Z,7.56,R,-15,R,2019-01-18,7,2019-01-01,2019-01-13
2019-01-18T06:00:00Z,6.62,R,-16,R,2019-01-18,6,2019-01-01,2019-01-13
2019-01-18T05:00:00Z,8.01,R,-17,R,2019-01-18,5,2019-01-01,2019-01-13
2019-01-18T04:00:00Z,6.74,R,-17,R,2019-01-18,4,2019-01-01,2019-01-13
2019-01-18T03:00:00Z,6.72,R,-18,R,2019-01-18,3,2019-01-01,2019-01-13
2019-01-18T02:00:00Z,6.71,R,-19,R,2019-01-18,2,2019-01-01,2019-01-13
2019-01-18T01:00:00Z,7.49,R,-20,R,2019-01-18,1,2019-01-01,2019-01-13
2019-01-18T00:00:00Z,6.93,R,-20,R,2019-01-18,0,2019-01-01,2019-01-13
2019-01-17T23:00:00Z,7.46,R,-20,R,2019-01-17,23,2019-01-01,2019-01-13
2019-01-17T22:00:00Z,8.31,R,-20,R,2019-01-17,22,2019-01-01,2019-01-13
2019-01-17T21:00:00Z,7.93,R,-22,R,2019-01-17,21,2019-01-01,2019-01-13
2019-01-17T20:00:00Z,7.52,R,-24,R,2019-01-17,20,2019-01-01,2019-01-13
2019-01-17T19:00:00Z,9.06,R,-26,R,2019-01-17,19,2019-01-01,2019-01-13
2019-01-17T18:00:00Z,10.32,R,-26,R,2019-01-17,18,2019-01-01,2019-01-13
2019-01-17T17:00:00Z,8.8,R,-22,R,2019-01-17,17,2019-01-01,2019-01-13
2019-01-17T16:00:00Z,7.67,R,-22,R,2019-01-17,16,2019-01-01,2019-01-13
2019-01-17T15:00:00Z,5.77,R,-20,R,2019-01-17,15,2019-01-01,2019-01-13
2019-01-17T14:00:00Z,4.59,R,-19,R,2019-01-17,14,2019-01-01,2019-01-13
2019-01-17T13:00:00Z,4.3,R,-20,R,2019-01-17,13,2019-01-01,2019-01-13
2019-01-17T12:00:00Z,5.98,R,-20,R,2019-01-17,12,2019-01-01,2019-01-13
2019-01-17T11:00:00Z,6.14,R,-21,R,2019-01-17,11,2019-01-01,2019-01-13
2019-01-17T10:00:00Z,7.04,R,-22,R,2019-01-17,10,2019-01-01,2019-01-13
2019-01-17T09:00:00Z,9.8,R,-23,R,2019-01-17,9,2019-01-01,2019-01-13
2019-01-17T08:00:00Z,8.5,R,-24,R,2019-01-17,8,2019-01-01,2019-01-13
2019-01-17T07:00:00Z,8.51,R,-26,R,2019-01-17,7,2019-01-01,2019-01-13
2019-01-17T06:00:00Z,7.14,R,-26,R,2019-01-17,6,2019-01-01,2019-01-13
2019-01-17T05:00:00Z,8.07,R,-25,R,2019-01-17,5,2019-01-01,2019-01-13
2019-01-17T04:00:00Z,7.41,R,-24,R,2019-01-17,4,2019-01-01,2019-01-13
2019-01-17T03:00:00Z,7.12,R,-23,R,2019-01-17,3,2019-01-01,2019-01-13
2019-01-17T02:00:00Z,6.59,R,-23,R,2019-01-17,2,2019-01-01,2019-01-13
2019-01-17T01:00:00Z,6.48,R,-21,R,2019-01-17,1,2019-01-01,2019-01-13
2019-01-17T00:00:00Z,6.89,R,-21,R,2019-01-17,0,2019-01-01,2019-01-13
2019-01-16T23:00:00Z,5.74,R,-20,R,2019-01-16,23,2019-01-01,2019-01-13
2019-01-16T22:00:00Z,7.21,R,-19,R,2019-01-16,22,2019-01-01,2019-01-13
2019-01-16T21:00:00Z,7.34,R,-19,R,2019-01-16,21,2019-01-01,2019-01-13
2019-01-16T20:00:00Z,4.5,R,-17,R,2019-01-16,20,2019-01-01,2019-01-13
2019-01-16T19:00:00Z,7.73,R,-15,R,2019-01-16,19,2019-01-01,2019-01-13
2019-01-16T18:00:00Z,9.63,R,-14,R,2019-01-16,18,2019-01-01,2019-01-13
2019-01-16T17:00:00Z,5.02,R,-12,R,2019-01-16,17,2019-01-01,2019-01-13
2019-01-16T16:00:00Z,5.44,R,-9,R,2019-01-16,16,2019-01-01,2019-01-13
2019-01-16T15:00:00Z,4.41,R,-5,R,2019-01-16,15,2019-01-01,2019-01-13
2019-01-16T14:00:00Z,3.85,R,-2,R,2019-01-16,14,2019-01-01,2019-01-13
2019-01-16T13:00:00Z,5.12,R,-3,R,2019-01-16,13,2019-01-01,2019-01-13
2019-01-16T12:00:00Z,3.7,R,-1,R,2019-01-16,12,2019-01-01,2019-01-13
2019-01-16T11:00:00Z,4.44,R,-2,R,2019-01-16,11,2019-01-01,2019-01-13
2019-01-16T10:00:00Z,4.92,R,-2,R,2019-01-16,10,2019-01-01,2019-01-13
2019-01-16T09:00:00Z,6.59,R,-2,R,2019-01-16,9,2019-01-01,2019-01-13
2019-01-16T08:00:00Z,5,R,-7,R,2019-01-16,8,2019-01-01,2019-01-13
2019-01-16T07:00:00Z,3.89,R,-7,R,2019-01-16,7,2019-01-01,2019-01-13
2019-01-16T06:00:00Z,5.52,R,-8,R,2019-01-16,6,2019-01-01,2019-01-13
2019-01-16T05:00:00Z,4.22,R,-8,R,2019-01-16,5,2019-01-01,2019-01-13
2019-01-16T04:00:00Z,4.79,R,-9,R,2019-01-16,4,2019-01-01,2019-01-13
2019-01-16T03:00:00Z,5.41,R,-9,R,2019-01-16,3,2019-01-01,2019-01-13
2019-01-16T02:00:00Z,4.85,R,-9,R,2019-01-16,2,2019-01-01,2019-01-13
